,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,6.8066666666666675,5.3950000000000005
1,Acevedo,104783,Bahia,MEI,5.033333333333334,2.85
2,Ademir,101314,Bahia,ATA,4.133333333333334,2.1999999999999997
3,Aderlan,88423,Bragantino,LAT,6.733333333333333,1.4
4,Adryelson,91664,Botafogo,ZAG,6.074999999999999,3.1666666666666665
5,Adson,111682,Corinthians,MEI,3.9,2.475
6,Alan Empereur,88033,Cuiabá,ZAG,0.5666666666666668,4.2749999999999995
7,Alan Franco,99889,São Paulo,ZAG,1.3,2.9499999999999997
8,Alan Patrick,68685,Internacional,MEI,1.8999999999999997,4.066666666666667
9,Alef Manga,101254,Coritiba,ATA,2.9,9.7
10,Alemão,98219,Internacional,ATA,3.0,-0.25
11,Alerrandro,101715,Bragantino,ATA,11.5,0.09999999999999998
12,Alesson,97321,Goiás,ATA,3.3333333333333335,2.033333333333333
13,Alex Santana,85465,Athletico-PR,MEI,3.9,2.625
14,Alex Teixeira,60793,Vasco,MEI,4.066666666666666,1.625
15,Alison,73974,Santos,MEI,2.85,0.25
16,Alisson,81845,São Paulo,MEI,3.175,1.9333333333333333
17,Aloísio,73850,América-MG,ATA,3.2499999999999996,7.166666666666667
18,Alê,86388,América-MG,MEI,0.16666666666666666,1.3
19,Andrey,93787,Coritiba,MEI,2.8499999999999996,-1.3
20,Andrey Santos,109591,Vasco,MEI,0.3,2.6
21,André,107498,Fluminense,MEI,3.15,2.375
22,André,121792,Grêmio,ATA,2.0,0.05
23,Andrés Hurtado,110715,Bragantino,LAT,9.1,1.5666666666666664
24,António Oliveira,111578,Cuiabá,TEC,4.035,6.5
25,Antônio Carlos Zago,69029,Coritiba,TEC,3.8675,3.126666666666667
26,Apodi,51042,Goiás,LAT,1.6,1.65
27,Arboleda,91573,São Paulo,ZAG,6.2,2.9000000000000004
28,Arias,99815,Fluminense,MEI,4.050000000000001,4.5
29,Arrascaeta,87863,Flamengo,MEI,3.6,7.666666666666668
30,Arthur Sales,111771,Bahia,ATA,3.8333333333333335,2.2
31,Artur,95799,Palmeiras,ATA,9.666666666666666,4.725
32,Ayrton Lucas,88393,Flamengo,LAT,7.5,5.566666666666666
33,Baralhas,99440,Internacional,MEI,2.0,2.4
34,Barros,122485,Vasco,MEI,2.15,2.6333333333333333
35,Battaglia,94845,Atlético-MG,MEI,1.7333333333333332,0.825
36,Bento,105208,Athletico-PR,GOL,2.6666666666666665,6.175
37,Benítez,93550,América-MG,MEI,6.2,3.5
38,Biel,110760,Bahia,ATA,9.3,6.949999999999999
39,Bitello,112140,Grêmio,MEI,5.6000000000000005,8.2
40,Boschilia,86841,Coritiba,MEI,2.5999999999999996,3.3333333333333335
41,Brenno,100830,Grêmio,GOL,0.0,0.0
42,Breno,122991,América-MG,MEI,4.333333333333333,3.0
43,Breno Lopes,93988,Palmeiras,ATA,0.2,1.1500000000000001
44,Bruninho,113558,Bragantino,MEI,-0.5,-0.4
45,Bruno Alves,73620,Grêmio,ZAG,2.95,0.0
46,Bruno Fuchs,104085,Atlético-MG,ZAG,5.0,2.6999999999999997
47,Bruno Gomes,106202,Coritiba,MEI,5.199999999999999,2.1666666666666665
48,Bruno Henrique,90285,Flamengo,ATA,5.550000000000001,1.0
49,Bruno Melo,84339,Goiás,ZAG,4.3,7.433333333333333
50,Bruno Mezenga,37865,Santos,ATA,1.3,1.2
51,Bruno Méndez,103700,Corinthians,ZAG,2.2,1.3333333333333333
52,Bruno Pacheco,90061,Fortaleza,LAT,10.299999999999999,6.633333333333333
53,Bruno Rodrigues,92811,Cruzeiro,ATA,3.05,10.666666666666666
54,Bruno Santos,122668,Goiás,LAT,0.7999999999999999,-0.95
55,Bruno Tabata,107174,Palmeiras,MEI,0.7666666666666666,1.3
56,Bruno Uvini,70221,Grêmio,ZAG,0.3,3.533333333333333
57,Bruno Viana,92291,Coritiba,ZAG,0.6666666666666666,1.3333333333333333
58,Brítez,101995,Fortaleza,ZAG,4.733333333333333,3.1666666666666665
59,Bustos,96678,Internacional,LAT,0.5,3.2999999999999994
60,Caio Alexandre,106323,Fortaleza,MEI,2.033333333333333,4.025
61,Caio Paulista,102318,São Paulo,LAT,3.125,4.1000000000000005
62,Calebe,109461,Fortaleza,MEI,2.6666666666666665,3.7
63,Calleri,89840,São Paulo,ATA,5.825,3.1666666666666665
64,Camacho,68770,Santos,MEI,1.1,-0.050000000000000044
65,Cano,79631,Fluminense,ATA,3.3666666666666667,4.95
66,Canobbio,102928,Athletico-PR,ATA,8.833333333333334,4.666666666666666
