,nome,slug,apelido,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,clube,posicao,status_pre,FF,FS,G,A,SG,DE,DS,DP,FC,GC,GS,FD,CA,FT,I,PP,CV,PC,PI,PS,preco_open,ano,home_dummy,opponent,team_goals,opp_goals,match_id,adversario_nome,entrou_em_campo,exibir_atleta,minutos_jogados,status_inicial,duracao_1t,duracao_2t,duracao_partida,pontos_por_minuto,pontos_ofensivos_decisivos,pontos_ofensivos_finalização,pontos_ofensivos_totais,ieo_gm,ieo_gm_mean,finalizacoes_num,iao_gm,iao_gm_mean,desarmes_perc,ied_gm,ied_gm_mean,ieg_gm,ieg_gm_mean,GS_por_finalizacao,DE_por_finalizacao,ippc_gm,ippc_gm_mean,iro_gm,irp_gm
0,William de Oliveira Pottker,williampottker,William Pottker,77809,1,294,5,7,2.1,4.58,-0.42,2.1,1,Coritiba,ATA,Provável,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2023,0,262,0.0,3.0,302571,Flamengo,True,True,55.0,titular,47.0,51.0,98.0,0.0381818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,47.05882352941176,47.05882352941176,5.128205128205128,5.128205128205128,0.0,0.0,0.42000000000000004,0.42000000000000004,1.6666666666666667,1.2324282688234163
1,Luan Polli Gomes,luanpolli,Luan Polli,88916,1,294,1,6,0.0,4.0,0.0,0.0,0,Coritiba,GOL,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2023,0,262,0.0,3.0,302571,Flamengo,False,False,0.0,reserva,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,0.0,0.0
2,Willian Roberto Farias,willianfarias,Willian Farias,63058,1,294,4,6,0.0,4.0,0.0,0.0,0,Coritiba,MEI,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2023,0,262,0.0,3.0,302571,Flamengo,False,False,0.0,reserva,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,0.0,2.8114769882534185
3,Ocimar de Almeida Júnior,juniorurso,Júnior Urso,71829,1,294,4,2,3.8,5.68,0.68,3.8,1,Coritiba,MEI,Dúvida,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2023,0,262,0.0,3.0,302571,Flamengo,True,True,98.0,titular,47.0,51.0,98.0,0.0387755102040816,0.0,1.2,1.2,0.0,0.0,1.0,0.0,0.0,66.66666666666666,47.05882352941176,47.05882352941176,5.128205128205128,5.128205128205128,0.0,0.0,0.76,0.76,3.3333333333333335,1.6560754862314655
4,Werton de Almeida Rêgo,werton,Werton,112984,1,262,5,6,0.0,2.0,0.0,0.0,0,Flamengo,ATA,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2023,1,294,3.0,0.0,302571,Coritiba,False,False,0.0,0,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,0.0,0.0
5,Alef Mangueira Severino Pereira,alefmanga,Alef Manga,101254,1,294,5,7,1.3,8.58,-3.42,1.3,1,Coritiba,ATA,Provável,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,0,262,0.0,3.0,302571,Flamengo,True,True,98.0,titular,47.0,51.0,98.0,0.0132653061224489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.47058823529412,26.47058823529412,5.128205128205128,5.128205128205128,0.0,0.0,0.10833333333333334,0.10833333333333334,14.263333333333334,9.320238782977084
6,Bernardo Marcos Pinheiro Lemes,bernardo-lemes,Bernardo,112368,1,294,4,6,0.0,3.0,0.0,0.0,0,Coritiba,MEI,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,0,262,0.0,3.0,302571,Flamengo,False,False,0.0,reserva,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,0.0,0.0
7,Kaio César Andrade Lima,kaiocesar-lima,Kaio César,118844,1,294,5,6,1.5,2.9,-0.1,1.5,1,Coritiba,ATA,Nulo,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,0,262,0.0,3.0,302571,Flamengo,True,True,43.0,reserva,47.0,51.0,98.0,0.0348837209302325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,32.35294117647059,32.35294117647059,5.128205128205128,5.128205128205128,0.0,0.0,0.5,0.5,3.365,5.04525322549586
8,Diogo Batista de Souza,diogobatistasouza,Diogo Batista,113384,1,294,2,6,0.0,1.0,0.0,0.0,0,Coritiba,LAT,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,0,262,0.0,3.0,302571,Flamengo,False,False,0.0,0,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,0.0,0.0
9,Jhon Carlos Chancellor Cedeño,chancellor,Chancellor,93166,1,294,3,7,2.3,4.06,0.06,2.3,1,Coritiba,ZAG,Provável,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2023,0,262,0.0,3.0,302571,Flamengo,True,True,98.0,titular,47.0,51.0,98.0,0.023469387755102003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.94117647058824,52.94117647058824,5.128205128205128,5.128205128205128,0.0,0.0,0.5750000000000001,0.5750000000000001,0.0,0.770267668014635
10,Bruno Viana Willemen da Silva,brunoviana,Bruno Viana,92291,1,294,3,6,0.0,3.0,0.0,0.0,0,Coritiba,ZAG,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,0,262,0.0,3.0,302571,Flamengo,False,False,0.0,0,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,1.6666666666666667,4.274985557481225
11,Thalisson Gabriel Pereira Moreira,thalissongabriel,Thalisson Gabriel,112367,1,294,3,6,0.0,1.0,0.0,0.0,0,Coritiba,ZAG,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,0,262,0.0,3.0,302571,Flamengo,False,False,0.0,0,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,0.0,0.0
12,Natanael Moreira Milouski,natanaelmoreira,Natanael,107554,1,294,2,7,3.1,5.23,0.23,3.1,1,Coritiba,LAT,Provável,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2023,0,262,0.0,3.0,302571,Flamengo,True,True,98.0,titular,47.0,51.0,98.0,0.0316326530612244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,47.05882352941176,47.05882352941176,5.128205128205128,5.128205128205128,0.0,0.0,0.62,0.62,11.313333333333333,12.901983439245136
13,Gabriel Boschilia,boschilia,Boschilia,86841,1,294,4,6,0.0,5.0,0.0,0.0,0,Coritiba,MEI,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2023,0,262,0.0,3.0,302571,Flamengo,False,False,0.0,reserva,47.0,51.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,9.263333333333334,7.317542846139033
14,Bruno Gomes da Silva Clevelário,brunogomes,Bruno Gomes,106202,1,294,4,7,7.5,8.71,2.71,7.5,1,Coritiba,MEI,Provável,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000001,2023,0,262,0.0,3.0,302571,Flamengo,True,True,55.0,titular,47.0,51.0,98.0,0.1363636363636363,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,80.0,64.70588235294117,64.70588235294117,5.128205128205128,5.128205128205128,0.0,0.0,1.2499999999999998,1.2499999999999998,17.253333333333334,10.167533217793181
15,Rodrigo Cunha Pereira de Pinho,rodrigopinho,Rodrigo Pinho,86799,1,294,5,7,1.7,3.68,-0.32,1.7,1,Coritiba,ATA,Provável,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2023,0,262,0.0,3.0,302571,Flamengo,True,True,53.0,titular,47.0,51.0,98.0,0.0320754716981132,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,29.411764705882355,29.411764705882355,5.128205128205128,5.128205128205128,0.0,0.0,0.425,0.425,14.861666666666666,3.620258039668785
