,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
0,Flamengo,1.8571428571428572,0.5714285714285714,2.0,2.0
1,Botafogo,2.0,0.14285714285714285,1.3333333333333333,1.0
2,Corinthians,1.2,0.8,0.42857142857142855,1.5714285714285714
3,Bahia,1.4285714285714286,1.5714285714285714,0.6666666666666666,1.5
4,Fluminense,1.6666666666666667,0.5,1.2857142857142858,1.4285714285714286
5,Vasco,0.6666666666666666,1.6666666666666667,0.8571428571428571,1.5714285714285714
6,Palmeiras,2.1666666666666665,1.0,1.5714285714285714,0.8571428571428571
7,São Paulo,1.8571428571428572,0.8571428571428571,0.6666666666666666,1.0
8,Santos,1.2857142857142858,1.2857142857142858,0.3333333333333333,1.3333333333333333
9,Bragantino,2.0,0.8571428571428571,1.4,1.6
10,Atlético-MG,1.3333333333333333,1.1666666666666667,1.1428571428571428,0.8571428571428571
11,Cruzeiro,0.42857142857142855,0.8571428571428571,1.8333333333333333,0.6666666666666666
12,Grêmio,2.2857142857142856,1.0,1.1666666666666667,1.8333333333333333
13,Internacional,1.1666666666666667,0.6666666666666666,0.8571428571428571,1.4285714285714286
14,Goiás,1.3333333333333333,1.8333333333333333,0.5714285714285714,1.5714285714285714
15,Athletico-PR,1.5714285714285714,1.0,1.0,1.6666666666666667
16,Coritiba,0.5,1.3333333333333333,1.1428571428571428,2.5714285714285716
17,América-MG,1.0,1.7142857142857142,1.3333333333333333,2.1666666666666665
18,Fortaleza,1.5,0.6666666666666666,0.7142857142857143,0.8571428571428571
19,Cuiabá,1.0,1.5,0.8571428571428571,1.1428571428571428
